OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,text,cluster_id,n_members,best_match_id,best_match_label,confidence,reasoning,is_mapped
fertility,percentage of females that laid fertile eggs,percent,Trait: fertility. Definition: percentage of females that laid fertile eggs. Unit: percent.,-1,130,OBA:VT0001923,female fertility trait,high,"The VecTraits entry specifically refers to the fertility of females, which aligns with the definition of 'female fertility trait'.",TRUE
fertility,percentage of females that laid fertile eggs,percent,Trait: fertility. Definition: percentage of females that laid fertile eggs. Unit: percent.,-1,130,OBA:VT0001923,female fertility trait,high,"The VecTraits entry specifically refers to the fertility of females, which aligns with the 'female fertility trait' term.",TRUE
oviposition failure,mean probability of failure to oviposit,probability,Trait: oviposition failure. Definition: mean probability of failure to oviposit. Unit: probability.,-1,130,PATO:0001511,non-functional,medium,"The term 'non-functional' aligns with the concept of 'failure to oviposit' as it implies an inability to perform a regular function, which in this case is oviposition.",TRUE
oviposition failure,mean probability of failure to oviposit,probability,Trait: oviposition failure. Definition: mean probability of failure to oviposit. Unit: probability.,-1,130,PATO:0001511,non-functional,medium,"The term 'non-functional' aligns with the concept of 'failure to oviposit' as it implies an inability to perform a regular function, which in this case is oviposition.",TRUE
weight loss,cumulative weight loss across time (see notes for time intervals),percent,Trait: weight loss. Definition: cumulative weight loss across time (see notes for time intervals). Unit: percent.,-1,130,HP:0001824,Weight loss,medium,"The VecTraits entry describes weight loss over time, which aligns with the general concept of 'Weight loss' despite the lack of a detailed definition.",TRUE
weight loss,cumulative weight loss across time (see notes for time intervals),percent,Trait: weight loss. Definition: cumulative weight loss across time (see notes for time intervals). Unit: percent.,-1,130,HP:0001824,Weight loss,high,"The VecTraits entry 'weight loss' aligns with the ontology term 'Weight loss' (HP:0001824), which, despite lacking a definition, directly matches the concept of cumulative weight loss.",TRUE
mortality,number of dead individuals per group,individuals,Trait: mortality. Definition: number of dead individuals per group. Unit: individuals.,-1,130,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes mortality as the number of dead individuals per group, which is unrelated to the levels of specific proteins in blood or cerebrospinal fluid.",FALSE
mortality,number of dead individuals per group,individuals,Trait: mortality. Definition: number of dead individuals per group. Unit: individuals.,-1,130,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes mortality as the number of dead individuals, which is not related to the levels of specific proteins in blood or cerebrospinal fluid.",FALSE
weight loss,mean weight loss,mg,Trait: weight loss. Definition: mean weight loss. Unit: mg.,-1,130,HP:0001824,Weight loss,high,"The VecTraits entry 'weight loss' directly corresponds to the ontology term 'Weight loss' with the same name, despite the lack of a definition.",TRUE
weight loss,mean weight loss,mg,Trait: weight loss. Definition: mean weight loss. Unit: mg.,-1,130,HP:0001824,Weight loss,high,"The VecTraits entry 'weight loss' aligns with the ontology term 'Weight loss' (HP:0001824) as both refer to a reduction in weight, despite the lack of a definition for the ontology term.",TRUE
feeding preference,mean number of individual ticks selecting to feed on human (see notes for %),individuals,Trait: feeding preference. Definition: mean number of individual ticks selecting to feed on human (see notes for %). Unit: individuals.,-1,130,NBO:0000141,food preference,medium,"The VecTraits entry describes a preference for feeding on humans, which aligns with the concept of 'food preference' despite the lack of a definition for the ontology term.",TRUE
feeding preference,mean number of individual ticks selecting to feed on human (see notes for %),individuals,Trait: feeding preference. Definition: mean number of individual ticks selecting to feed on human (see notes for %). Unit: individuals.,-1,130,NBO:0000141,food preference,medium,"The VecTraits entry describes a preference for feeding on humans, which aligns with the concept of 'food preference' despite the lack of a definition for the term.",TRUE
survival rate,percent surviving to oviposition,percent,Trait: survival rate. Definition: percent surviving to oviposition. Unit: percent.,-1,130,NO_MATCH,NO_MATCH,high,"None of the candidate ontology terms specifically represent the concept of survival rate, which is the percentage of individuals surviving to a specific life stage, such as oviposition.",FALSE
survival rate,percent surviving to oviposition,percent,Trait: survival rate. Definition: percent surviving to oviposition. Unit: percent.,-1,130,PATO:0001492,growth rate,medium,"The concept of 'survival rate' as a percentage surviving to oviposition is somewhat related to 'growth rate' in terms of population change, but it is not a perfect match.",TRUE
molting period (larval),mean duration of life stage,days,Trait: molting period (larval). Definition: mean duration of life stage. Unit: days.,-1,130,PATO:0001309,duration,medium,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
molting period (larval),mean duration of life stage,days,Trait: molting period (larval). Definition: mean duration of life stage. Unit: days.,-1,130,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
pre-hatch period,number of days until hatching,days,Trait: pre-hatch period. Definition: number of days until hatching. Unit: days.,-1,130,PATO:0001309,duration,medium,"The trait 'pre-hatch period' refers to the temporal extent of a process, which aligns with the concept of 'duration'.",TRUE
pre-hatch period,number of days until hatching,days,Trait: pre-hatch period. Definition: number of days until hatching. Unit: days.,-1,130,PATO:0001309,duration,medium,"The trait 'pre-hatch period' refers to the temporal extent of a process, which aligns with the concept of 'duration'.",TRUE
mortality (larval),duration for 100% mortality (unfed larvae),weeks,Trait: mortality (larval). Definition: duration for 100% mortality (unfed larvae). Unit: weeks.,-1,130,NO_MATCH,NO_MATCH,high,None of the candidate ontology terms relate to larval mortality duration or unfed larvae mortality.,FALSE
mortality (larval),duration for 100% mortality (unfed larvae),weeks,Trait: mortality (larval). Definition: duration for 100% mortality (unfed larvae). Unit: weeks.,-1,130,NO_MATCH,NO_MATCH,high,None of the candidate ontology terms directly relate to the concept of larval mortality duration.,FALSE
mortality (nymphal),duration for 50% mortality (unfed nymphs),weeks,Trait: mortality (nymphal). Definition: duration for 50% mortality (unfed nymphs). Unit: weeks.,-1,130,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes a trait related to nymphal mortality duration, which is unrelated to the levels of mortality factor proteins in blood or cerebrospinal fluid described by the candidate ontology terms.",FALSE
mortality (nymphal),duration for 50% mortality (unfed nymphs),weeks,Trait: mortality (nymphal). Definition: duration for 50% mortality (unfed nymphs). Unit: weeks.,-1,130,NO_MATCH,NO_MATCH,high,None of the candidate ontology terms relate to nymphal mortality duration; they all pertain to protein levels in various fluids.,FALSE
mortality,time taken for 50% of adults to die,days,Trait: mortality. Definition: time taken for 50% of adults to die. Unit: days.,-1,130,NO_MATCH,NO_MATCH,high,"The VecTraits entry describes a measure of time for mortality, while the candidate terms describe levels of specific proteins in various fluids, which are unrelated concepts.",FALSE
